nombre,tags,paso_actual,propuesta_paso_a_paso
Sangria,"citrico, clasico, vino","1) Agregar Vino tinto, Azucar, Jugo de naranja y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en jarra.
4) Decorar con Clavos de olor y Canela.","1) Agregar Vino tinto, Azucar, Jugo de naranja, Jugo de limon, Clavos de olor y Canela a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en jarra"
Sazerac,clasico,"1) Agregar Ricard, Azucar, Amargo Peychaud, Agua y Whiskey Bourbon a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.
4) Decorar con Cascara de limon.","1) Agregar Ricard, Azucar, Amargo Peychaud, Agua, Whiskey Bourbon y Cascara de limon a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Scooter,clasico,"1) Agregar Brandy, Amaretto y Crema ligera a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Brandy, Amaretto y Crema ligera a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Scotch Sour,"citrico, clasico, sour","1) Agregar Whisky escoces, Lima y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.
4) Decorar con Limon y Cereza marrasquino.","1) Agregar Whisky escoces, Lima, Azucar flor, Limon y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Screwdriver,"citrico, clasico","1) Agregar Vodka y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Vodka y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Sea breeze,"citrico, clasico","1) Agregar Vodka, Jugo de arandano y Jugo de pomelo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Vodka, Jugo de arandano y Jugo de pomelo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Shark Attack,clasico,"1) Agregar Limonada, Agua y Vodka a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en jarra.","1) Agregar Limonada, Agua y Vodka a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en jarra"
Sherry Eggnog,"clasico, cremoso, vino","1) Agregar Jerez, Azucar flor, Huevo y Leche a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Nuez moscada.","1) Agregar Jerez, Azucar flor, Huevo, Leche y Nuez moscada a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Sherry Flip,"clasico, vino","1) Agregar Jerez, Crema ligera, Azucar flor y Huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en nick and nora glass.
4) Decorar con Nuez moscada.","1) Agregar Jerez, Crema ligera, Azucar flor, Huevo y Nuez moscada a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en nick and nora copa"
Shot-gun,clasico,"1) Agregar Jim Beam, Jack Daniels y Wild Turkey a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso de shot bien frio.","1) Agregar Jim Beam, Jack Daniels y Wild Turkey a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso de shot"
Sidecar,"citrico, clasico","1) Agregar Cognac, Cointreau y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Cognac, Cointreau y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Siesta,"amargo, campari, citrico, moderno, tequila, top-bars","1) Agregar Tequila, Campari, Jugo de limon, Jugo de pomelo y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.","1) Agregar Tequila, Campari, Jugo de limon, Jugo de pomelo y Jarabe simple a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa coupe"
Smut,"citrico, clasico, vino","1) Llenar jarro cervecero con hielo.
2) Agregar Vino tinto, Schnapps de durazno y Jugo de naranja.
3) Completar con Coca-Cola y mezclar suavemente.","1) Agregar Vino tinto, Schnapps de durazno, Coca-Cola y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en jarro cervecero"
Snowball,"citrico, clasico","1) Agregar Advocaat y Limonada a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Limon.","1) Agregar Advocaat, Limonada, Limon y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Snowday,"amargo, clasico","1) Agregar Vodka, Amaro Montenegro, Oporto rubi, Naranja sanguina y Amargo de angostura a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso collins bien frio.
4) Decorar con Cascara de naranja.","1) Agregar Vodka, Amaro Montenegro, Oporto rubi, Naranja sanguina, Amargo de angostura y Cascara de naranja a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso collins"
Sol Y Sombra,clasico,"1) Agregar Brandy y Aniseta a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa balón bien frio.","1) Agregar Brandy y Aniseta a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa balón"
Space Odyssey,"citrico, clasico","1) Agregar Ron 151 grados, Ron Malibu, Jugo de piña, Jugo de naranja y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cereza marrasquino.","1) Agregar Ron 151 grados, Ron Malibu, Jugo de piña, Jugo de naranja, Granadina y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Spice 75,"citrico, clasico, espumante","1) Agregar Azucar, Ron y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa de vino y completar con Champagne.
4) Decorar con Pimienta de Jamaica y Espiral de naranja.","1) Agregar Azucar, Pimienta de Jamaica, Ron, Jugo de lima, Champagne y Espiral de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de vino"
Spritz,"amargo, aperitivo, campari, clasico, espumante","1) Llenar vaso old fashioned con hielo.
2) Agregar Campari.
3) Completar con Prosecco y Agua con gas y mezclar suavemente.","1) Agregar Prosecco, Campari y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Stinger,clasico,"1) Agregar Brandy y Crema de menta blanca a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Brandy y Crema de menta blanca a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Stone Sour,"citrico, clasico, sour","1) Agregar Brandy de damasco, Jugo de naranja y Mezcla agridulce a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.","1) Agregar Brandy de damasco, Jugo de naranja y Mezcla agridulce a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Sweet Bananas,"clasico, cremoso, refrescante","1) Agregar Leche, Platano y Miel a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Leche, Platano y Miel a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Sweet Sangria,"citrico, clasico, vino","1) Agregar Vino tinto, Azucar, Agua, Manzana, Limon y Fresca a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en jarra.
4) Decorar con Naranja y Lima.","1) Agregar Vino tinto, Azucar, Agua, Manzana, Naranja, Lima, Limon y Fresca a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en jarra"
Sweet Tooth,"clasico, cremoso","1) Agregar Licor Godiva y Leche a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Licor Godiva y Leche a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Talos Coffee,"cafe, clasico","1) Agregar Grand Marnier y Cafe a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa balón.","1) Agregar Grand Marnier y Cafe a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa balón"
Tennesee Mud,"cafe, clasico","1) Agregar Cafe, Jack Daniels, Amaretto y Crema batida a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en taza bien frio.","1) Agregar Cafe, Jack Daniels, Amaretto y Crema batida a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en taza"
Tequila Fizz,"citrico, clasico, cremoso, gin, tequila","1) Agregar Tequila, Jugo de limon, Granadina y Clara de huevo a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso collins y completar con Ginger ale.","1) Agregar Tequila, Jugo de limon, Granadina, Clara de huevo y Ginger ale a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Tequila Slammer,"clasico, tequila","1) Agregar Tequila y 7-Up a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa hurricane.","1) Agregar Tequila y 7-Up a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa hurricane"
Tequila Sour,"citrico, clasico, sour, tequila","1) Agregar Tequila, Limon y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.
4) Decorar con Limon y Cereza marrasquino.","1) Agregar Tequila, Limon, Azucar flor, Limon y Cereza marrasquino a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
Tequila Sunrise,"citrico, clasico, tequila","1) Agregar Tequila, Jugo de naranja y Granadina a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Tequila, Jugo de naranja y Granadina a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Tequila Surprise,"clasico, tequila","1) Agregar Tequila a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.
4) Decorar con Tabasco sauce.","1) Agregar Tequila y Tabasco sauce a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso de shot"
Terremoto,"chileno, clasico, espumante, verano, vino","1) Llenar vaso alto con hielo.
2) Agregar Granadina, Vino blanco, Helado de piña y Fernet.
3) Completar con Champagne y mezclar suavemente.","1) Agregar Granadina, Vino blanco, Champagne, Helado de piña y Fernet a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso alto"
Texas Rattlesnake,clasico,"1) Agregar Whisky Miel, Brandy de cereza, Southern Comfort y Mezcla agridulce a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso highball bien frio.","1) Agregar Whisky Miel, Brandy de cereza, Southern Comfort y Mezcla agridulce a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso highball"
Texas Sling,clasico,"1) Agregar Kahlua, Baileys crema irlandesa, Amaretto, Ron 151 grados y Crema a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de vino bien frio.","1) Agregar Kahlua, Baileys crema irlandesa, Amaretto, Ron 151 grados y Crema a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de vino"
Thai Aperol,"amargo, bar-top-chile, chileno-autor, citrico, clasico, gin, siam-thai, top-bars","1) Agregar Aperol, Gin, Jugo de limon, Jugo de naranja, Jengibre, Syrup especiado y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso alto.
4) Decorar con Romero.","1) Agregar Aperol, Gin, Jugo de limon, Jugo de naranja, Jengibre, Syrup especiado, Amargo de angostura y Romero a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso alto"
Thai Coffee,"cafe, clasico, refrescante","1) Agregar Cafe, Cilantro, Azucar y Crema para batir a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cardamomo.","1) Agregar Cafe, Cilantro, Cardamomo, Azucar, Crema para batir y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Thai Iced Coffee,"cafe, clasico, refrescante","1) Agregar Cafe, Azucar y Crema a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cardamomo.","1) Agregar Cafe, Azucar, Crema y Cardamomo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Thai Iced Tea,"clasico, cremoso, refrescante","1) Agregar Te, Agua, Leche condensada y Menta a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Te, Agua, Leche condensada, Hielo y Menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
The Artesian Siam Sour,"amargo, bar-top-chile, chileno-autor, citrico, clasico, frutal, pisco, siam-thai, sour, top-bars","1) Agregar Pisco, Syrup especiado, Jugo de maracuya, Jugo de limon, Jengibre y Amargo de angostura a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.
4) Decorar con Pimienta rosa y Romero.","1) Agregar Pisco, Syrup especiado, Jugo de maracuya, Jugo de limon, Jengibre, Amargo de angostura, Pimienta rosa y Romero a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa coupe"
The Business,"citrico, gin, moderno, rapido, top-bars","1) Agregar Gin, Jugo de lima y Jarabe de miel a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.","1) Agregar Gin, Jugo de lima y Jarabe de miel a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa coupe"
The Galah,"amargo, campari, citrico, clasico","1) Agregar Ron oscuro, Campari, Crema de banana, Jugo de piña y Jugo de lima a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Ron oscuro, Campari, Crema de banana, Jugo de piña y Jugo de lima a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
The Jimmy Conway,"citrico, clasico","1) Agregar Whisky irlandes, Amaretto y Jugo de arandano a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa sour.","1) Agregar Whisky irlandes, Amaretto y Jugo de arandano a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa sour"
The Last Word,"citrico, clasico, gin","1) Agregar Green Chartreuse, Licor de maraschino, Jugo de lima y Gin a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Green Chartreuse, Licor de maraschino, Jugo de lima y Gin a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
The Laverstoke,"citrico, clasico, gin, vino","1) Llenar copa balón con hielo.
2) Agregar Gin, Cordial de flor de sauco, Vermut rojo, Lima y Menta.
3) Completar con Agua tonica y mezclar suavemente.
4) Decorar con Ginger.","1) Agregar Gin, Cordial de flor de sauco, Vermut rojo, Agua tonica, Lima, Ginger y Menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa balón"
The Philosopher,"citrico, clasico, espumante, gin","1) Agregar Gin, Licor de melon, Amargo de naranja y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa margarita y completar con Prosecco.","1) Agregar Gin, Licor de melon, Amargo de naranja, Jugo de limon y Prosecco a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa margarita"
Thriller,"citrico, clasico","1) Agregar Whisky escoces, Vino y Jugo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Whisky escoces, Vino y Jugo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Tia-Maria,"cafe, clasico","1) Agregar Agua, Azucar rubia, Cafe y Ron a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.
4) Decorar con Extracto de vainilla.","1) Agregar Agua, Azucar rubia, Cafe, Ron y Extracto de vainilla a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Tinto de verano,"clasico, espanol, rapido, refrescante, verano, vino","1) Llenar copa de vino con hielo.
2) Agregar Vino tinto.
3) Completar con Bebida lima-limon y mezclar suavemente.
4) Decorar con Limon.","1) Agregar Vino tinto, Bebida lima-limon, Hielo y Limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de vino"
Tipperary,"clasico, vino","1) Agregar Whisky irlandes, Vermut dulce y Green Chartreuse a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en nick and nora glass bien frio.","1) Agregar Whisky irlandes, Vermut dulce y Green Chartreuse a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en nick and nora copa"
Tom Collins,"citrico, clasico, gin","1) Agregar Gin, Jugo de limon y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso collins y completar con Agua tonica.
4) Decorar con Cereza marrasquino y Naranja.","1) Agregar Gin, Jugo de limon, Azucar, Agua tonica, Cereza marrasquino y Naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Tomato Tang,"citrico, clasico, refrescante","1) Agregar Jugo de tomate y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Sal de apio.","1) Agregar Jugo de tomate, Jugo de limon y Sal de apio a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Tommy's Margarita,"agave, citrico, moderno, tequila, top-bars","1) Agregar Tequila, Jugo de lima y Jarabe de agave a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso bajo.
4) Decorar con Sal.","1) Agregar Tequila, Jugo de lima, Jarabe de agave y Sal a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso bajo"
Trinidad Sour,"amargo, citrico, moderno, sour, top-bars","1) Agregar Amargo de angostura, Whisky de centeno, Jugo de limon y Falernum a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa coupe.","1) Agregar Amargo de angostura, Whisky de centeno, Jugo de limon y Falernum a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa coupe"
Turf Cocktail,"amargo, clasico, gin","1) Agregar Vermut seco, Gin, Anis y Amargo de angostura a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Cascara de naranja.","1) Agregar Vermut seco, Gin, Anis, Amargo de angostura y Cascara de naranja a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Turkeyball,"citrico, clasico","1) Agregar Wild Turkey, Amaretto y Jugo de piña a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso de shot.","1) Agregar Wild Turkey, Amaretto y Jugo de piña a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso de shot"
Tuxedo Cocktail,"clasico, gin","1) Agregar Vermut seco, Gin, Licor de maraschino, Anis y Amargo de naranja a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Cereza marrasquino.","1) Agregar Vermut seco, Gin, Licor de maraschino, Anis, Amargo de naranja y Cereza marrasquino a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Vaina,"chileno, clasico, cremoso, sobremesa, vino","1) Agregar Jerez, Huevo, Cacao en polvo, Azucar flor y Whisky a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.
4) Decorar con Canela.","1) Agregar Jerez, Huevo, Cacao en polvo, Hielo, Azucar flor, Whisky y Canela a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Valencia Cocktail,"citrico, clasico","1) Agregar Brandy de damasco, Jugo de naranja y Amargo de naranja a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en copa de coctel.","1) Agregar Brandy de damasco, Jugo de naranja y Amargo de naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de coctel"
Vampiro,"citrico, clasico, tequila","1) Agregar Tequila, Jugo de tomate, Jugo de naranja, Jugo de lima y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.
4) Decorar con Sal.","1) Agregar Tequila, Jugo de tomate, Jugo de naranja, Jugo de lima, Jarabe simple y Sal a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Van Vleet,"citrico, clasico","1) Agregar Ron claro, Jarabe de maple y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso old fashioned.","1) Agregar Ron claro, Jarabe de maple y Jugo de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso old fashioned"
Vermouth Cassis,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vermut seco y Crema de cassis.
3) Completar con Agua con gas y mezclar suavemente.","1) Agregar Vermut seco, Crema de cassis y Agua con gas a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Vesper,"clasico, gin","1) Agregar Gin, Vodka y Lillet Blanc a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Gin, Vodka y Lillet Blanc a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Vesuvio,"citrico, clasico, cremoso, vino","1) Agregar Ron claro, Vermut dulce, Limon, Azucar flor y Clara de huevo a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Ron claro, Vermut dulce, Limon, Azucar flor y Clara de huevo a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Veteran,clasico,"1) Agregar Ron oscuro y Brandy de cereza a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en vaso old fashioned bien frio.","1) Agregar Ron oscuro y Brandy de cereza a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en vaso old fashioned"
Victor,"clasico, gin, vino","1) Agregar Gin, Vermut dulce y Brandy a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.","1) Agregar Gin, Vermut dulce y Brandy a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Victory Collins,"citrico, clasico","1) Agregar Vodka, Jugo de limon, Jugo de uva y Azucar flor a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso collins y completar con soda.
4) Decorar con Naranja.","1) Agregar Vodka, Jugo de limon, Jugo de uva, Azucar flor y Naranja a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Vino navegado,"chileno, citrico, clasico, invierno, vino","1) Agregar Vino tinto, Naranja y Azucar a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en tazon.
4) Decorar con Canela y Clavos de olor.","1) Agregar Vino tinto, Naranja, Azucar, Canela y Clavos de olor a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en tazon"
Virgin Fizz,"citrico, clasico, gin, rapido, refrescante","1) Agregar Jugo de limon y Jarabe simple a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en vaso highball y completar con Soda.
4) Decorar con Menta.","1) Agregar Jugo de limon, Jarabe simple, Soda, Hielo y Menta a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Vodka And Tonic,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vodka.
3) Completar con Agua tonica y mezclar suavemente.","1) Agregar Vodka y Agua tonica a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Vodka Fizz,clasico,"1) Agregar Vodka, Mitad crema mitad leche y Limonada a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar en copa de vino blanco y completar con soda.
4) Decorar con Nuez moscada.","1) Agregar Vodka, Mitad crema mitad leche, Limonada, Hielo y Nuez moscada a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en copa de vino blanco"
Vodka Lemon,"citrico, clasico","1) Agregar Vodka y Jugo de limon a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.
4) Decorar con Cascara de limon.","1) Agregar Vodka, Jugo de limon, Cascara de limon y Hielo a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Vodka Martini,"clasico, martini","1) Agregar Vodka y Vermut seco a un vaso mezclador.
2) Agregar hielo a gusto y revolver hasta enfriar bien.
3) Colar y servir en copa de coctel bien frio.
4) Decorar con Aceituna.","1) Agregar Vodka, Vermut seco y Aceituna a un vaso mezclador
2) Agregar hielo a gusto y revolver hasta enfriar bien
3) Colar y servir en copa de coctel"
Vodka Russian,clasico,"1) Agregar Vodka y Schweppes Russchian a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso collins.","1) Agregar Vodka y Schweppes Russchian a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso collins"
Vodka Slime,"citrico, clasico","1) Agregar Sprite, Jugo de lima y Vodka a una coctelera.
2) Agregar hielo a gusto y agitar hasta enfriar bien.
3) Colar y servir en vaso highball.","1) Agregar Sprite, Jugo de lima y Vodka a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
Vodka Tonic,clasico,"1) Llenar vaso highball con hielo.
2) Agregar Vodka.
3) Completar con Agua tonica y mezclar suavemente.
4) Decorar con Cascara de limon.","1) Agregar Vodka, Agua tonica y Cascara de limon a una coctelera
2) Agregar hielo a gusto y agitar
3) Colar y servir en vaso highball"
